,student_id,age,gender,country,device_type,internet_speed_mbps,study_hours_weekly,login_frequency_weekly,avg_session_duration_min,video_watch_time_min,assignments_submitted,forum_posts,quiz_attempts,avg_quiz_score,attendance_rate,engagement_score,final_grade,dropout
386,387,44,Female,Canada,Mobile,32.13,12.86,5,33.08787545824447,347.1904264799252,7,0,2,69.4,0.56,7.393952132399626,36.83187475395515,1
389,390,26,Female,India,Mobile,54.13,6.55,3,52.77417496553758,427.4314624604004,6,8,4,88.79,0.66,6.102157312302001,50.107889983682114,0
390,391,20,Female,USA,Mobile,79.6,10.32,6,67.70264203483205,217.95241641947405,0,7,1,80.39,0.47,4.38576208209737,48.55281976971676,1
391,392,36,Female,India,Mobile,62.58,9.43,2,31.84461845743799,287.4986048997212,3,13,5,65.62,0.57,5.866493024498606,39.24279937787826,1
394,395,20,Female,India,Laptop,46.66,9.78,1,36.15504364320711,318.90842830739405,6,5,7,64.06,0.5,7.128542141536971,29.606813979957924,1
395,396,37,Male,India,Tablet,44.22,11.58,6,48.61899754665361,216.6381978908833,0,13,2,65.76,0.85,4.957190989454417,37.83653436503572,0
396,397,41,Male,USA,Laptop,72.91,15.82,9,16.52337059236619,305.3810475135888,7,2,5,49.61,0.45,8.672905237567944,32.20130595658415,1
399,400,18,Male,USA,Laptop,34.97,8.35,3,45.360281499131766,424.9343165824308,5,11,1,64.21,0.43,5.829671582912154,34.07134987584508,1
400,401,41,Male,India,Tablet,48.88,14.65,3,42.87433408003608,417.46132321656927,0,11,2,70.69,0.41,6.882306616082847,35.48544753942825,1
402,403,28,Male,USA,Mobile,49.94,11.71,12,18.79327728075337,176.07948674822546,9,7,2,82.16,0.52,6.593397433741128,36.91219788654296,1
406,407,23,Female,USA,Laptop,51.07,11.34,10,59.71920251502726,518.21960052499,9,3,1,80.15,0.41,7.99309800262495,44.75430036447878,1
407,408,25,Male,India,Tablet,70.52,5.38,4,64.42922592666385,441.2437774218114,3,1,5,89.89,0.83,5.420218887109057,35.6387335457282,0
408,409,37,Male,Canada,Laptop,62.25,17.82,11,40.46462755539999,86.01476297778828,3,10,6,65.38,0.54,7.576073814888942,36.293779099102615,1
410,411,20,Male,Canada,Tablet,56.65,9.56,7,42.08952934771639,169.87643175385344,5,12,7,93.53,0.79,6.117382158769267,46.17076544691454,0
412,413,47,Male,Canada,Mobile,69.67,12.33,13,30.48495797888371,322.5435533385695,3,12,4,66.36,0.89,6.711717766692847,26.86653435940368,0
413,414,42,Female,Canada,Tablet,49.7,6.43,3,9.945686881756991,484.6375133898625,4,4,6,62.7,0.48,6.352187566949312,40.076169631644895,1
418,419,49,Male,India,Mobile,36.9,9.58,7,37.21881632302931,289.1657337803625,9,11,1,43.97,0.45,6.319828668901812,31.61637625601644,1
419,420,31,Male,India,Mobile,51.64,17.69,13,55.740720912888015,299.795071994518,7,14,7,53.43,0.95,9.605975359972591,29.210416097503668,0
422,423,39,Female,Canada,Tablet,61.85,7.61,3,40.57992256766668,381.2343078739235,1,5,1,61.75,0.4,4.589171539369618,38.287422219570686,1
426,427,26,Male,USA,Laptop,58.97,20.8,14,27.160559189115283,149.87173987481708,1,1,4,61.31,0.84,7.989358699374086,29.717236315997813,0
427,428,21,Female,Canada,Mobile,48.07,16.86,3,43.5182146009413,171.87659107158834,9,12,6,72.55,0.68,8.91738295535794,35.603216527706834,0
428,429,18,Female,India,Laptop,43.44,4.0,3,68.34545312946342,289.4801269198184,7,6,2,65.25,0.48,4.447400634599092,31.13253256980806,1
432,433,38,Male,Canada,Laptop,41.75,7.32,2,35.200805761433635,279.23470468681546,6,12,3,89.41,0.42,5.392173523434078,47.22032463081723,1
433,434,33,Female,USA,Tablet,50.88,5.01,7,49.61546663301716,293.05204884330425,1,13,1,64.57,0.59,3.368260244216521,36.726496510655565,1
434,435,37,Female,Canada,Laptop,48.33,14.46,1,38.287598048702,333.0035976818644,9,13,6,81.68,0.84,9.003017988409322,45.16774470897719,0
436,437,49,Male,USA,Mobile,64.75,16.33,14,57.93507031614189,199.9708319625285,9,11,1,76.84,0.67,7.898854159812641,43.21102890870881,0
437,438,25,Female,Canada,Mobile,62.89,21.02,13,4.171821630599787,165.1849923944223,2,2,6,86.2,0.55,8.731924961972112,46.80757796928885,1
439,440,20,Female,Canada,Laptop,69.12,11.47,9,43.99100833680951,514.1457198916216,2,4,7,44.45,0.96,7.8117285994581085,25.36343892789918,0
441,442,49,Female,Canada,Tablet,74.71,7.4,12,40.75001370087713,340.66905249871166,6,14,4,81.2,0.55,5.923345262493559,43.69003291964879,1
444,445,29,Male,India,Mobile,36.39,11.05,10,30.072998010061397,290.05143120775483,1,1,3,86.74,0.51,5.565257156038774,47.760509770121054,1
446,447,36,Female,Canada,Mobile,39.13,4.38,2,62.281024578031776,285.0915020670637,2,13,7,89.44,0.5,4.539457510335319,51.378605993909815,1
448,449,40,Female,India,Tablet,38.11,10.08,6,37.65129558527921,162.1291928165079,6,2,3,62.0,0.95,5.634645964082539,26.777330428564166,0
451,452,47,Male,India,Tablet,33.19,15.06,10,54.2068939437896,658.2251207405652,5,1,5,58.06,0.79,9.809125603702826,30.91261864726521,0
454,455,30,Female,USA,Tablet,65.52,9.26,4,41.05845226002916,375.2200713650499,2,14,2,55.45,0.49,5.45410035682525,26.22643077835353,1
455,456,36,Female,India,Laptop,54.54,13.43,12,52.81874982408013,347.3768066068617,6,13,5,55.48,0.43,7.965884033034309,30.76615868389141,1
462,463,47,Male,Canada,Mobile,44.63,16.21,3,56.45189358076445,339.9214048829269,1,1,6,62.51,0.57,7.962607024414635,32.57381878739348,1
465,466,32,Male,USA,Tablet,43.68,8.22,1,47.64805056317629,340.0557902729547,6,13,2,67.48,0.57,5.766278951364774,28.481650923693117,1
467,468,18,Male,USA,Mobile,58.32,10.54,6,14.816878945955336,395.73644184779766,6,13,1,70.65,0.5,6.540682209238988,34.29591923846975,1
469,470,45,Female,India,Tablet,35.32,9.75,7,30.97183570863947,133.5509505054791,0,8,6,77.91,0.77,4.792754752527396,30.33317463344417,0
471,472,33,Female,India,Mobile,58.59,13.79,6,33.42138919640705,288.9108524555796,3,5,3,85.61,0.78,6.781554262277897,56.935119433227854,0
472,473,36,Female,India,Mobile,61.42,5.11,1,36.2633156803273,509.2431998509405,2,3,6,63.55,0.44,5.679215999254703,34.71933061720646,1
473,474,21,Male,Canada,Laptop,42.67,12.21,1,35.466111948054724,351.56243585883857,3,9,7,73.51,0.71,7.4208121792941935,34.31960195397436,0
476,477,34,Female,Canada,Tablet,70.19,13.73,9,30.11539855489088,260.0748251239461,0,8,4,72.7,0.69,6.21937412561973,44.087894695861934,0
478,479,34,Male,Canada,Mobile,55.09,11.17,9,25.65994999191572,185.8800169233954,9,9,3,58.62,0.58,6.680400084616977,38.18502457797928,1
479,480,29,Female,India,Tablet,59.9,3.05,12,19.000449898094832,454.2604632661201,8,0,6,77.06,0.7,5.9863023163306,32.214166706122995,0
481,482,47,Female,India,Tablet,30.98,11.91,4,40.578325156433706,168.04334488627353,5,8,2,45.28,0.87,5.813216724431368,26.010358671102203,0
484,485,38,Female,India,Laptop,46.89,10.64,1,51.21280531299435,318.20885453038164,8,4,6,59.56,0.67,7.583044272651908,25.63079383457744,0
486,487,20,Female,USA,Tablet,62.37,10.76,1,27.96476297571861,248.6345324252757,5,2,6,108.4,0.7,6.671172662126378,58.59673107922026,0
488,489,26,Female,India,Mobile,58.91,12.77,8,48.25108366239768,235.2784072772432,6,14,4,95.23,0.96,7.007392036386215,44.51934604512909,0
490,491,41,Female,USA,Laptop,52.13,16.8,11,40.49948081689976,118.8172938434796,1,12,1,102.37,0.91,6.034086469217399,47.47775060937881,0
493,494,31,Male,USA,Tablet,32.92,18.22,1,27.90996325177642,348.51335295525,0,5,6,57.54,0.61,8.40856676477625,34.270360167221284,0
495,496,48,Female,Canada,Mobile,51.26,12.52,4,2.5648446797067592,332.21058816198,1,2,3,101.37,0.81,6.2170529408099,52.10761472445141,0
497,498,45,Male,USA,Tablet,34.68,6.42,4,42.85175699287961,386.781508668469,7,11,2,60.41,0.88,5.659907543342346,43.64722764747446,0
498,499,18,Female,Canada,Tablet,53.91,16.19,4,44.218871779858986,430.0304229407844,0,3,7,80.09,0.51,8.407152114703923,48.9662639201909,1
502,503,38,Male,USA,Laptop,46.67,10.44,3,51.92454959563485,458.3439383217376,6,13,7,88.26,0.99,8.023719691608687,43.51614606054418,0
503,504,49,Female,Canada,Laptop,78.39,8.72,7,26.15281115186309,452.5961296401374,7,11,2,55.37,0.77,6.678980648200688,40.22456542599167,0
504,505,40,Male,Canada,Mobile,60.56,8.61,11,27.708858116523047,279.9781987190611,8,5,6,65.8,0.48,6.782890993595305,33.321923757607934,1
508,509,49,Male,USA,Laptop,63.02,12.46,12,56.15445221061363,424.3811572810514,2,9,7,82.35,0.98,7.6599057864052575,46.96667304473606,0
509,510,35,Male,USA,Tablet,30.68,9.54,9,17.969706135243435,226.94107767566453,6,13,1,67.93,0.55,5.396705388378322,28.745971033038195,1
510,511,42,Male,India,Mobile,59.11,7.29,7,20.782149143916545,243.52504834772355,3,4,6,71.2,0.41,5.204625241738618,41.090587147509694,1
511,512,27,Female,Canada,Mobile,68.32,9.65,2,30.37680514999922,516.4425354663941,6,4,2,74.87,0.53,7.077212677331971,39.05786883875292,1
512,513,48,Female,Canada,Tablet,25.9,4.88,2,58.11951168239139,329.047859563876,7,2,1,96.23,0.57,4.70923929781938,50.942108387169526,1
513,514,39,Male,India,Tablet,44.94,16.55,7,21.54983938064539,207.6759275285351,2,13,5,67.81,0.65,7.403379637642676,38.374208749262834,0
516,517,25,Female,USA,Laptop,24.17,11.12,11,57.031942230766646,251.08742148837524,9,11,6,69.93,0.68,7.591437107441876,38.75293137850102,0
521,522,32,Female,India,Mobile,59.56,14.51,5,46.21430049380492,44.202459388661765,1,9,3,69.05,0.63,5.3740122969433095,48.07316823213985,0
524,525,19,Male,India,Mobile,60.87,7.01,9,69.9663356026323,58.23503817746612,1,3,2,79.14,0.4,2.99417519088733,46.24567844272608,1
525,526,48,Male,USA,Tablet,80.18,6.46,3,56.96510082363976,406.16307810133657,0,2,4,78.57,0.85,4.768815390506682,42.92260751361171,0
526,527,44,Female,USA,Tablet,59.99,19.32,3,70.44975444091813,358.9784452653757,6,7,4,59.25,0.72,9.59089222632688,39.41217929557967,0
529,530,43,Male,India,Laptop,32.32,15.26,7,22.601489071082437,245.7158157359742,9,9,7,52.68,0.81,9.00657907867987,25.3640067970399,0
534,535,28,Female,India,Laptop,50.2,9.93,9,52.57502800583865,164.98581075524413,5,8,7,59.29,0.47,6.20392905377622,30.631050122900422,1
535,536,39,Male,India,Mobile,52.59,3.55,13,49.95669023427265,5.4925897645798045,8,9,6,88.11,0.74,3.892462948822899,46.169093255799766,0
536,537,33,Male,India,Mobile,48.01,14.8,14,55.02581308704732,377.95211873661015,9,6,5,53.52,0.43,9.129760593683052,28.80919811856643,1
537,538,24,Female,India,Laptop,64.86,8.96,1,45.14595766833496,371.911517248563,7,14,5,92.37,0.73,6.947557586242815,48.0855586810868,0
540,541,40,Male,USA,Mobile,59.01,13.63,12,25.902329376835183,338.67939940725523,0,8,3,74.4,0.91,6.382396997036276,34.13145569021975,0
542,543,20,Female,Canada,Tablet,42.04,8.62,8,32.78971924410566,361.8164702572173,7,13,7,64.05,0.54,7.195082351286087,29.785792499416868,1
543,544,35,Male,Canada,Mobile,89.18,14.49,2,29.397483111015973,187.96809010201383,9,3,1,81.56,0.41,7.286840450510068,41.99065447147362,1
544,545,42,Female,India,Mobile,45.68,7.54,1,62.8014295643114,64.41545288205631,0,12,1,85.16,0.96,2.7840772644102816,47.964131646267255,0
545,546,41,Male,India,Tablet,60.89,3.03,11,27.127628359832315,113.01460216739092,9,9,7,86.68,0.58,4.674073010836955,41.18060223447067,1
546,547,30,Female,USA,Tablet,59.09,14.4,10,32.37842573748637,140.7041630350152,3,12,7,73.41,0.97,7.023520815175077,25.24462576356144,0
547,548,45,Female,Canada,Tablet,49.33,11.72,6,21.96554645734567,273.04581621673105,1,6,7,64.91,0.48,6.481229081083655,32.35361354458722,1
548,549,43,Male,India,Mobile,64.22,18.11,6,27.862879418287644,407.51117678152633,0,2,7,60.51,0.8,8.870555883907631,28.01476152586358,0
552,553,30,Male,Canada,Laptop,43.15,16.37,1,33.22306133693994,447.6455723367728,3,7,3,76.56,0.47,8.349227861683865,44.21726630611643,1
554,555,18,Female,USA,Laptop,52.16,9.83,12,32.52633736396867,387.94689092052994,9,12,6,46.79,0.59,7.88873445460265,30.1828910016007,1
555,556,25,Female,USA,Mobile,48.13,17.22,9,24.21161358109646,377.65585429079806,3,7,7,80.78,0.56,9.05427927145399,48.591686241877056,1
556,557,49,Male,Canada,Mobile,38.13,8.58,14,53.00692095716453,85.39190413480819,1,4,1,69.31,0.47,3.400959520674041,44.42272125483272,1
559,560,31,Female,Canada,Mobile,56.21,8.58,5,60.9899830020298,420.5397724219872,4,1,2,74.51,0.89,5.876698862109936,44.38092814004375,0
565,566,19,Male,India,Laptop,39.44,12.31,4,59.18389405529267,230.91666513240204,1,9,7,80.52,0.81,6.447583325662011,49.34942811741323,0
567,568,49,Female,India,Laptop,91.92,2.2,12,60.57690279203808,142.69737087532545,5,10,5,99.85,0.79,3.373486854376627,58.42356933385758,0
568,569,40,Male,India,Tablet,60.96,12.26,7,58.31414089523338,499.0024513040146,3,5,5,59.37,0.56,7.773012256520072,27.142290729817173,1
570,571,39,Female,USA,Laptop,61.27,8.76,14,41.72761292118168,531.5975965318654,3,11,5,77.37,0.96,6.885987982659326,36.36932005066735,0
572,573,42,Female,Canada,Laptop,23.02,4.26,3,41.85877583199758,115.0355112358966,2,11,3,72.18,0.86,2.853177556179483,32.5221114610338,0
573,574,43,Female,USA,Tablet,20.69,5.03,7,53.62347523475496,232.13318105647164,8,5,5,97.15,0.42,5.269665905282359,56.00043230418513,1
575,576,47,Female,Canada,Laptop,52.73,11.25,11,33.93602636956871,282.2365910629239,4,10,2,93.81,0.67,5.98618295531462,51.22064028730552,0
577,578,39,Female,Canada,Laptop,61.29,1.4,12,53.41454943747723,410.3667332955949,5,0,1,76.29,0.59,3.671833666477975,42.37939336440273,1
580,581,39,Female,India,Mobile,47.1,7.75,13,19.445405313908623,261.8351278165294,6,9,4,67.72,0.53,5.634175639082646,31.4250004039745,1
581,582,34,Female,Canada,Mobile,29.44,7.73,12,35.358329069776644,452.42598610198365,3,6,2,70.58,0.92,5.581129930509919,37.19776507926257,0
583,584,27,Female,Canada,Mobile,62.71,10.11,8,46.58247991126038,256.9003444289869,0,3,3,72.62,0.82,4.917501722144934,43.78330842333048,0
584,585,23,Male,Canada,Laptop,58.67,7.47,4,49.55277567813602,400.8419474721064,0,5,7,78.81,0.86,5.645209737360532,41.83135036147683,0
585,586,32,Male,Canada,Tablet,49.36,13.11,7,29.792792933913237,486.5633527683586,2,3,1,92.68,0.57,6.965816763841794,37.18818611016775,1
587,588,28,Female,India,Mobile,52.05,1.34,7,45.53679333266729,350.1271385717957,6,6,7,60.59,0.84,4.752635692858979,32.11415109475199,0
592,593,38,Male,India,Laptop,74.91,3.64,8,42.96112984552365,342.6527978671686,8,8,3,82.5,0.86,5.005263989335843,36.38502346467238,0
593,594,45,Female,USA,Mobile,63.82,12.12,13,40.82887227966518,533.853700614914,2,9,7,79.13,0.51,8.105268503074571,37.2025375523204,1
594,595,29,Female,India,Tablet,38.37,12.89,7,31.313759510060017,117.40938181001604,0,14,5,77.16,0.51,5.4540469090500805,40.69480140271144,1
595,596,29,Female,USA,Tablet,67.89,8.57,11,61.03913494051867,416.97022594602834,9,5,2,64.89,0.51,6.855851129730142,41.04540448749755,1
598,599,21,Female,Canada,Tablet,44.09,11.72,2,43.75553205316302,133.7477006349109,9,12,4,84.57,0.48,6.784738503174554,51.801545269576685,1
600,601,30,Female,USA,Mobile,34.1,14.78,11,23.22289628672764,216.9933476610848,8,0,2,88.51,0.86,7.518966738305423,45.168450939753896,0
601,602,49,Male,USA,Tablet,72.76,3.2,2,52.77530638860311,123.92280031397942,4,0,7,75.91,0.52,3.7796140015698976,38.477434379362776,1
603,604,47,Male,USA,Tablet,38.23,16.92,11,17.210412405585423,233.1442343170678,8,9,5,81.53,0.66,8.84172117158534,43.42021776931988,0
604,605,32,Male,Canada,Mobile,42.6,8.72,7,30.302805879975423,249.52473297926548,4,12,2,66.46,0.88,5.063623664896328,35.69408966707196,0
605,606,20,Female,Canada,Mobile,44.4,9.62,9,17.196678730116396,375.7804896434398,6,6,4,72.32,0.65,6.764902448217199,36.41484371673143,0
607,608,25,Male,USA,Tablet,38.23,11.68,2,50.82867550267934,188.26208951610988,3,8,6,79.97,0.81,6.245310447580549,44.72438854528951,0
608,609,37,Female,India,Laptop,52.47,10.82,12,34.3233227238016,483.1992266447206,7,2,3,77.86,0.74,7.661996133223603,33.32665057636759,0
611,612,35,Male,USA,Tablet,53.79,9.53,7,7.805236984533124,155.47935958073208,6,2,6,84.15,0.45,6.03639679790366,50.48893212538453,1
616,617,34,Male,USA,Mobile,28.73,11.23,13,43.34217246169427,159.7087665306741,7,5,6,66.06,0.52,6.767543832653371,30.48635434892496,1
617,618,41,Male,USA,Laptop,37.18,14.48,1,69.31923245969787,179.1458933366785,7,3,2,61.33,0.62,7.039729466683394,29.44193427983542,0
619,620,36,Female,USA,Laptop,68.82,10.88,13,67.7849818312879,566.5367497093247,7,0,5,54.6,0.55,8.496683748546625,29.872858488431003,1
620,621,45,Male,USA,Mobile,51.51,15.01,9,35.441068724273435,244.5402197182396,5,0,5,77.02,0.85,7.725701098591198,35.18568655985177,0
622,623,40,Female,India,Laptop,30.96,11.38,1,52.56888106877296,374.9389556300281,3,12,6,75.21,0.42,7.088694778150141,36.399072352657946,1
623,624,43,Female,Canada,Tablet,41.29,14.32,10,61.15068764938832,428.53139942414384,8,13,5,102.79,0.92,9.03865699712072,49.73407823300381,0
625,626,43,Male,Canada,Laptop,49.17,8.3,9,44.374188582634446,131.22574541320978,3,2,6,67.55,0.64,4.94612872706605,32.6454431594493,0
626,627,38,Female,Canada,Tablet,59.89,15.66,12,11.604883271374623,116.67407386663872,8,1,4,92.59,0.69,7.681370369333194,50.7574733771726,0
627,628,47,Male,India,Laptop,58.22,4.38,3,46.59049081067084,352.779508766493,4,7,3,54.51,0.47,4.477897543832464,18.966382097488378,1
629,630,48,Male,USA,Mobile,53.5,5.64,7,22.761600772297086,101.73193916352923,2,10,6,99.43,0.58,3.800659695817646,53.92411869348066,1
630,631,26,Male,India,Laptop,79.29,11.94,10,46.875577244515256,233.68271576843665,8,3,6,58.3,0.53,7.550413578842183,29.69541775615893,1
631,632,29,Male,USA,Mobile,80.98,10.94,11,48.478325302199096,336.81306199746217,3,11,6,69.56,0.4,6.766065309987311,33.15919136520823,1
632,633,38,Male,USA,Laptop,56.35,9.78,9,44.03211397115655,119.77869566958282,9,11,3,85.0,0.65,5.932893478347914,37.71172319117428,0
634,635,43,Male,USA,Mobile,53.85,6.44,13,34.11959494090872,284.65708543209894,8,2,7,67.3,0.46,6.355285427160496,35.39880012024929,1
635,636,43,Male,USA,Laptop,72.13,6.4,11,34.31209780880033,308.77932107815184,6,14,3,56.46,0.97,5.263896605390759,37.68436071104374,0
637,638,32,Female,Canada,Tablet,31.57,8.45,11,34.60901988605936,168.99301856955375,8,1,7,90.17,0.96,6.379965092847769,49.7766080729829,0
638,639,19,Female,Canada,Laptop,37.4,10.17,7,53.48856247194067,190.475114779091,7,7,1,59.2,0.84,5.603375573895455,41.582042917565175,0
640,641,47,Male,Canada,Mobile,59.88,9.77,2,27.19609701345752,299.35491962105374,2,11,5,43.94,0.76,5.827774598105268,24.97061637969017,0
642,643,33,Male,India,Laptop,48.01,15.22,6,4.001131110932832,71.58092941855307,0,10,1,73.53,0.8,5.123904647092766,35.574135275424744,0
643,644,42,Male,USA,Tablet,45.97,10.07,10,47.08576992343147,387.4810807835464,9,5,4,63.86,0.91,7.558405403917732,40.76561287491118,0
644,645,25,Male,USA,Tablet,52.4,8.21,3,33.55880152392967,315.0907976667443,5,13,1,66.27,0.51,5.238453988333722,35.218552676258994,1
646,647,38,Female,USA,Laptop,45.24,12.95,11,33.918500097702776,124.2969410102445,3,1,3,99.05,0.97,5.706484705051222,52.978255177881685,0
648,649,33,Male,India,Tablet,49.27,3.0,2,55.08143962195484,330.5609569248787,0,10,4,84.09,0.91,3.352804784624394,49.53511202199444,0
652,653,48,Male,Canada,Laptop,36.75,7.09,7,42.14106357124222,221.9089704365211,0,12,1,66.19,0.7,3.4365448521826054,36.60244840709527,0
653,654,22,Male,Canada,Tablet,40.68,12.49,14,29.915243080293187,281.54970171932695,7,2,2,84.81,0.6,6.954748508596635,43.46670528207637,0
654,655,39,Male,India,Tablet,24.77,10.79,4,44.39013025107082,252.65340178219276,1,5,2,65.63,0.97,5.100267008910964,36.36158452521288,0
657,658,20,Female,USA,Mobile,58.75,15.86,11,17.593405207646157,305.61727768527714,3,9,2,60.1,0.8,7.286086388426385,30.656527213611977,0
658,659,29,Male,India,Mobile,53.32,13.16,14,23.45338533234841,225.93915716142084,6,6,3,81.04,0.74,6.877695785807104,35.34021458566212,0
659,660,43,Female,USA,Tablet,75.63,11.46,1,39.97921389277207,369.9831907156892,8,8,5,60.73,0.7,7.887915953578446,30.32519250602656,0
660,661,33,Male,India,Tablet,63.87,15.74,13,37.63274513442376,462.7436353965292,4,0,6,67.91,0.74,9.035718176982645,34.98676922391694,0
661,662,36,Female,India,Laptop,61.55,13.62,10,19.981930700345952,355.990429621159,2,3,7,55.55,0.94,7.665952148105795,34.5324754870702,0
664,665,42,Female,USA,Laptop,30.26,2.99,8,39.57525739983907,252.0643150297209,3,6,3,84.95,0.71,3.3573215751486045,42.4921296709982,0
666,667,31,Male,USA,Tablet,64.6,17.1,13,22.757531011457115,368.859436666227,0,6,2,64.04,0.74,7.374297183331135,32.887189789473794,0
668,669,22,Male,Canada,Tablet,54.14,8.55,9,53.542310568451406,429.09152748291865,6,8,5,78.16,0.97,6.910457637414593,32.70233217588283,0
669,670,32,Male,India,Tablet,68.12,16.76,6,39.71998039547889,146.98752425256538,9,10,5,70.59,0.84,8.562937621262826,36.34277918422515,0
670,671,34,Female,USA,Mobile,48.06,12.08,7,22.81287330448088,260.6152090628971,2,6,1,66.99,0.62,5.527076045314486,32.84878540304668,0
